canonical_name,normalized_name,aliases,primary_competition,competition_source,logo_path,country,review_status,confidence,notes
Países Bajos,paisesbajos,paisesbajos|Países Bajos|Netherlands|Holland|Nederland,Selecciones,CURATED_NATIONAL_TEAM,,Netherlands,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=46
Holanda,holanda,holanda|Holanda,Selecciones,CURATED_NATIONAL_TEAM,,Netherlands,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=42
Auckland City,aucklandcity,Auckland City|aucklandcity,New Zealand National League,CURATED_TEAM_CATALOG,,New Zealand,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Nueva Zelanda,nuevazelanda,Nueva Zelanda|nuevazelanda|New Zealand,Selecciones,CURATED_NATIONAL_TEAM,,New Zealand,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Nueva Zelanda FEM,nuevazelandafem,Nueva Zelanda FEM|nuevazelandafem,Selecciones,CURATED_NATIONAL_TEAM,,New Zealand,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Nigeria,nigeria,Nigeria|nigeria,Selecciones,CURATED_NATIONAL_TEAM,,Nigeria,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Nigeria FEM,nigeriafem,Nigeria FEM|nigeriafem,Selecciones,CURATED_NATIONAL_TEAM,,Nigeria,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Rdp. de Corea,rdpcorea,Rdp. de Corea|rdpcorea,Selecciones,CURATED_NATIONAL_TEAM,,North Korea,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Ary de Macedonia,arymacedonia,Ary de Macedonia|arymacedonia,Selecciones,CURATED_NATIONAL_TEAM,,North Macedonia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=34
Arym,arym,Arym|arym,Selecciones,CURATED_NATIONAL_TEAM,,North Macedonia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Irlanda del Norte,irlandanorte,Irlanda del Norte|irlandadelnorte,Selecciones,CURATED_NATIONAL_TEAM,,Northern Ireland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=56
Noruega,noruega,noruega|Noruega|Norway,Selecciones,CURATED_NATIONAL_TEAM,,Norway,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=68
Noruega FEM,noruegafem,Noruega FEM|noruegafem,Selecciones,CURATED_NATIONAL_TEAM,,Norway,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Brann FEM,brannfem,Brann FEM|brannfem,Toppserien,CURATED_TEAM_CATALOG,,Norway,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Valerenga FEM,valerengafem,Valerenga FEM|valerengafem,Toppserien,CURATED_TEAM_CATALOG,,Norway,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Panamá,panama,panama|Panamá,Selecciones,CURATED_NATIONAL_TEAM,,Panama,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Panama FEM,panamafem,Panama FEM|panamafem,Selecciones,CURATED_NATIONAL_TEAM,,Panama,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Paraguay,paraguay,Paraguay|paraguay,Selecciones,CURATED_NATIONAL_TEAM,,Paraguay,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
Perú,peru,peru|Perú,Selecciones,CURATED_NATIONAL_TEAM,,Peru,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
Filipinas FEM,filipinasfem,Filipinas FEM|filipinasfem,Selecciones,CURATED_NATIONAL_TEAM,,Philippines,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Legia Varsovia,legiavarsovia,Legia Varsovia|legiavarsovia,Ekstraklasa,CURATED_TEAM_CATALOG,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=26
Lech,lech,lech|Lech,Ekstraklasa,CURATED_TEAM_CATALOG,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Jagiellonia Bialystok,jagielloniabialystok,Jagiellonia Bialystok|jagielloniabialystok,Ekstraklasa,CURATED_TEAM_CATALOG,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Wisla,wisla,wisla|Wisla,Ekstraklasa,CURATED_TEAM_CATALOG,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Gks Katowice FEM,gkskatowicefem,Gks Katowice FEM|gkskatowicefem,Ekstraklasa,CURATED_TEAM_CATALOG,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Polonia,polonia,Polonia|polonia,Selecciones,CURATED_NATIONAL_TEAM,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=76
Polonia S21,polonias21,Polonia S21|polonias21,Selecciones,CURATED_NATIONAL_TEAM,,Poland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Benfica FEM,benficafem,Benfica FEM|benficafem,Campeonato Nacional Feminino,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Sporting,sporting,Sporting|sporting|Sporting de Gijon|Sporting de Gijón|Sporting Gijon|sportinggijon,Primeira Liga,CURATED_TEAM_CATALOG,team_logos/segunda/sporting.png,Portugal,APPROVED,HIGH,
Benfica,benfica,Benfica|benfica,Primeira Liga,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=256
Porto,porto,Porto|porto,Primeira Liga,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=220
Braga,braga,braga|Braga,Primeira Liga,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=64
Vitória SC,vitoriasc,vitoriasc|Vitória SC,Primeira Liga,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Nacional,nacional,nacional|Nacional,Primeira Liga,CURATED_TEAM_CATALOG,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Portugal,portugal,portugal|Portugal,Selecciones,CURATED_NATIONAL_TEAM,,Portugal,APPROVED,HIGH,Logo not confirmed in current assets
Catar,catar,Catar|Qatar,Selecciones,CURATED_NATIONAL_TEAM,,Qatar,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
CFR Cluj,cfrcluj,CFR Cluj|cfrcluj,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=38
Steaua,steaua,steaua|Steaua,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=34
Otelul Galati,otelulgalati,Otelul Galati|otelulgalati,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=12
Unirea U.,unireau,Unirea U.|unireau,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Timisoara,timisoara,Timisoara|timisoara,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
CSU Craiova,csucraiova,CSU Craiova|csucraiova,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
R. Bucarest,rbucarest,R. Bucarest|rbucarest,Liga I,CURATED_TEAM_CATALOG,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Rumania,rumania,Rumania|rumania,Selecciones,CURATED_NATIONAL_TEAM,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=68
Rumania S21,rumanias21,Rumania S21|rumanias21,Selecciones,CURATED_NATIONAL_TEAM,,Romania,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Zenit S. P.,zenitsp,Zenit S. P.|zenitsp,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=128
CSKA Moscú,cskamoscu,CSKA Moscú|cskamoscu,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=80
Rubin,rubin,Rubin|rubin,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=34
Spartak Moscú,spartakmoscu,Spartak Moscú|spartakmoscu,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=34
Krasnodar,krasnodar,krasnodar|Krasnodar,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=24
Lokomotiv M.,lokomotivm,Lokomotiv M.|lokomotivm,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
Rostov,rostov,Rostov|rostov,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
Lokomotiv Moscú,lokomotivmoscu,Lokomotiv Moscú|lokomotivmoscu,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
Terek,terek,terek|Terek,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Dinamo Moskva,dinamomoskva,Dinamo Moskva|dinamomoskva,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Ufa,ufa,ufa|Ufa,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Ural,ural,ural|Ural,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Amkar Perm,amkarperm,Amkar Perm|amkarperm,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Anzhi,anzhi,anzhi|Anzhi,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Tosno,tosno,Tosno|tosno,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Arsenal Tula,arsenaltula,Arsenal Tula|arsenaltula,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Kuban,kuban,Kuban|kuban,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
SKA Energiya,skaenergiya,SKA Energiya|skaenergiya,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Anji,anji,Anji|anji,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Mordovia,mordovia,mordovia|Mordovia,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Torpedo Moskva,torpedomoskva,Torpedo Moskva|torpedomoskva,Russian Premier League,CURATED_TEAM_CATALOG,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Rusia,rusia,rusia|Rusia,Selecciones,CURATED_NATIONAL_TEAM,,Russia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=36
S. Marino,smarino,S. Marino|smarino,Selecciones,CURATED_NATIONAL_TEAM,,San Marino,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=22
Al-hilal,alhilal,Al-hilal|alhilal,Saudi Pro League,CURATED_TEAM_CATALOG,,Saudi Arabia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Arabia Saudi,arabiasaudi,Arabia Saudi|Arabia Saudita|Saudi Arabia,Selecciones,CURATED_NATIONAL_TEAM,,Saudi Arabia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Celtic FEM,celticfem,Celtic FEM|celticfem,Scottish Women’s Premier League,CURATED_TEAM_CATALOG,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Glasgow City Fem,glasgowcityfem,Glasgow City Fem|glasgowcityfem,Scottish Women’s Premier League,CURATED_TEAM_CATALOG,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Hearts Fem,heartsfem,Hearts Fem|heartsfem,Scottish Women’s Premier League,CURATED_TEAM_CATALOG,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Hibernian Fem,hibernianfem,Hibernian Fem|hibernianfem,Scottish Women’s Premier League,CURATED_TEAM_CATALOG,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Rangers Fem,rangersfem,Rangers Fem|rangersfem,Scottish Women’s Premier League,CURATED_TEAM_CATALOG,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Escocia,escocia,Escocia|escocia|Scotland,Selecciones,CURATED_NATIONAL_TEAM,,Scotland,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=72
Senegal,senegal,senegal|Senegal,Selecciones,CURATED_NATIONAL_TEAM,,Senegal,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Serbia,serbia,serbia|Serbia,Selecciones,CURATED_NATIONAL_TEAM,,Serbia,APPROVED,HIGH,Logo not confirmed in current assets
Serbia S21,serbias21,Serbia S21|serbias21,Selecciones,CURATED_NATIONAL_TEAM,,Serbia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Estrella Roja,estrellaroja,Estrella Roja|estrellaroja,Serbian SuperLiga,CURATED_TEAM_CATALOG,,Serbia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=48
Partizán,partizan,partizan|Partizán,Serbian SuperLiga,CURATED_TEAM_CATALOG,,Serbia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=16
Spartak Subotica FEM,spartaksuboticafem,Spartak Subotica FEM|spartaksuboticafem,Serbian SuperLiga,CURATED_TEAM_CATALOG,,Serbia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Sierra Leona,sierraleona,Sierra Leona|sierraleona,Selecciones,CURATED_NATIONAL_TEAM,,Sierra Leone,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Eslovaquia,eslovaquia,Eslovaquia|eslovaquia,Selecciones,CURATED_NATIONAL_TEAM,,Slovakia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=58
Sl. Bratislava,slbratislava,Sl. Bratislava|slbratislava,Slovak First Football League,CURATED_TEAM_CATALOG,,Slovakia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=14
MSK Zilina,mskzilina,MSK Zilina|mskzilina,Slovak First Football League,CURATED_TEAM_CATALOG,,Slovakia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=10
Eslovenia,eslovenia,Eslovenia|eslovenia,Selecciones,CURATED_NATIONAL_TEAM,,Slovenia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=62
Maribor,maribor,maribor|Maribor,Slovenian PrvaLiga,CURATED_TEAM_CATALOG,,Slovenia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18
NK Celje,nkcelje,NK Celje|nkcelje,Slovenian PrvaLiga,CURATED_TEAM_CATALOG,,Slovenia,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Sudafrica,sudafrica,sudafrica|Sudafrica|South Africa,Selecciones,CURATED_NATIONAL_TEAM,,South Africa,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Sudafrica FEM,sudafricafem,Sudafrica FEM|sudafricafem,Selecciones,CURATED_NATIONAL_TEAM,,South Africa,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Mamelodi,mamelodi,Mamelodi|mamelodi,South African Premiership,CURATED_TEAM_CATALOG,,South Africa,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Ulsan HD,ulsanhd,Ulsan HD|ulsanhd,K League 1,CURATED_TEAM_CATALOG,,South Korea,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Corea Del Sur,coreasur,Corea Del Sur|Rep. Corea|República Corea|República de Corea|South Korea|Korea Republic,Selecciones,CURATED_NATIONAL_TEAM,,South Korea,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=18; Actualizado Viewer 2026-06-27: aliases EduardoLosilla/J68-J71.
Corea FEM,coreafem,Corea FEM|coreafem,Selecciones,CURATED_NATIONAL_TEAM,,South Korea,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Athletic de Bilbao Femenino,athleticbilbaofemenino,Athletic de Bilbao Femenino|athleticbilbaofemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Atlético Madrid Femenino,atleticomadridfemenino,atleticomadridfemenino|Atlético Madrid Femenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Barcelona Femenino,barcelonafemenino,Barcelona Femenino|barcelonafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Levante Femenino,levantefemenino,Levante Femenino|levantefemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=8
Betis Femenino,betisfemenino,Betis Femenino|betisfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Real Madrid CF Femenino,realmadridfemenino,Real Madrid CF Femenino|realmadridfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Real Sociedad Femenino,realsociedadfemenino,Real Sociedad Femenino|realsociedadfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Sevilla Femenino,sevillafemenino,Sevilla Femenino|sevillafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Sporting Huelva Femenino,sportinghuelvafemenino,Sporting Huelva Femenino|sportinghuelvafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=6
Eibar Femenino,eibarfemenino,Eibar Femenino|eibarfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Granada Femenino,granadafemenino,Granada Femenino|granadafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Las Planas Femenino,lasplanasfemenino,Las Planas Femenino|lasplanasfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Madrid CFF,madridcff,Madrid CFF|madridf,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Tenerife Femenino,tenerifefemenino,Tenerife Femenino|tenerifefemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Valencia Femenino,valenciafemenino,Valencia Femenino|valenciafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Villarreal Femenino,villarrealfemenino,Villarreal Femenino|villarrealfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=4
Espanyol Femenino,espanyolfemenino,Espanyol Femenino|espanyolfemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Femenino Albacete,femeninoalbacete,Femenino Albacete|femeninoalbacete,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Granadilla,granadilla,Granadilla|granadilla,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Rayo Femenino,rayofemenino,Rayo Femenino|rayofemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Santa Teresa,santateresa,Santa Teresa|santateresa,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Zaragoza CF Femenino,zaragozafemenino,Zaragoza CF Femenino|zaragozafemenino,Liga F,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=2
Real Madrid,realmadrid,R. Madrid|Real Madrid|Real Madrid CF|realmadrid,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/realmadrid.png,Spain,APPROVED,HIGH,
Barcelona,barcelona,Barca|Barcelona|FC Barcelona|fcbarcelona,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/barcelona.png,Spain,APPROVED,HIGH,
Atletico Madrid,atleticomadrid,At Madrid|Ath Madrid|Atl. Madrid|Atleti|Atletico|Atletico de Madrid|Atletico Madrid|atleticomadrid|Atlético de Madrid,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/atlmadrid.png,Spain,APPROVED,HIGH,
Sevilla,sevilla,sevilla|Sevilla|Sevilla FC,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/sevilla.png,Spain,APPROVED,HIGH,
Valencia,valencia,Valencia|valencia|Valencia CF,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/valencia.png,Spain,APPROVED,HIGH,
Villarreal,villarreal,villarreal|Villarreal|Villarreal CF,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/villarreal.png,Spain,APPROVED,HIGH,
Athletic Club,athletic,Ath Bilbao|Ath. Bilbao|athbilbao|Athletic|Athletic Bilbao|Athletic Club|Athletic de Bilbao|athleticclub,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/athletic.png,Spain,APPROVED,HIGH,
Betis,betis,Betis|R. Betis|Real Betis|realbetis,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/betis.png,Spain,APPROVED,HIGH,
Real Sociedad,realsociedad,R. Sociedad|Real Sociedad|realsociedad|Sociedad,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/realsociedad.png,Spain,APPROVED,HIGH,
Getafe,getafe,getafe|Getafe|Getafe CF,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/getafe.png,Spain,APPROVED,HIGH,
Osasuna,osasuna,CA Osasuna|Osasuna|osasuna,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/osasuna.png,Spain,APPROVED,HIGH,
Celta,celta,Celta|celta|Celta Vigo|RC Celta,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/celta.png,Spain,APPROVED,HIGH,
Rayo Vallecano,rayovallecano,Rayo|Rayo Vallecano|rayovallecano|Vallecano,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/rayovallecano.png,Spain,APPROVED,HIGH,
Levante,levante,Levante|levante|Levante UD,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/levante.png,Spain,APPROVED,HIGH,
Mallorca,mallorca,mallorca|Mallorca|R. Mallorca|RCD Mallorca,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/mallorca.png,Spain,APPROVED,HIGH,
Girona,girona,girona|Girona|Girona FC,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/girona.png,Spain,APPROVED,HIGH,
Elche,elche,elche|Elche|Elche CF,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/elche.png,Spain,APPROVED,HIGH,
Alaves,alaves,alaves|Alaves|Alavés|Deportivo Alaves,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/alaves.png,Spain,APPROVED,HIGH,
Real Oviedo,realoviedo,oviedo|Oviedo|R. Oviedo|Real Oviedo|realoviedo,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/realoviedo.png,Spain,APPROVED,HIGH,
Espanyol,espanyol,Espanyol|espanyol|RCD Espanyol,Primera Division,CURATED_TEAM_CATALOG,team_logos/laliga/espanyol.png,Spain,APPROVED,HIGH,
Espanol,espanol,espanol|Espanol,Primera Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets; audit_unknown_count=805
Zaragoza,zaragoza,R. Zaragoza|Real Zaragoza|rzaragoza|zaragoza|Zaragoza,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/zaragoza.png,Spain,APPROVED,HIGH,
Valladolid,valladolid,R. Valladolid|Real Valladolid|Valladolid|valladolid,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/valladolid.png,Spain,APPROVED,HIGH,audit_unknown_count=1890
Almeria,almeria,Almeria|almeria|Almería|UD Almeria|Almería UD,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/almeria.png,Spain,APPROVED,HIGH,audit_unknown_count=1887
Las Palmas,laspalmas,Las Palmas|laspalmas,Segunda Division,CURATED_TEAM_CATALOG,team_logos/udlaspalmas.png,Spain,APPROVED,HIGH,
Granada,granada,granada|Granada|Granada CF,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/granada.png,Spain,APPROVED,HIGH,
Malaga,malaga,Malaga|malaga|Malaga CF|Málaga,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/malaga.png,Spain,APPROVED,HIGH,audit_unknown_count=1763
Huesca,huesca,huesca|Huesca|SD Huesca,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/sdhuesca.png,Spain,APPROVED,HIGH,
Eibar,eibar,eibar|Eibar|SD Eibar,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/eibar.png,Spain,APPROVED,HIGH,
Cadiz,cadiz,cadiz|Cadiz|Cadiz CF|Cádiz,Segunda Division,CURATED_TEAM_CATALOG,team_logos/segunda/cadiz.png,Spain,APPROVED,HIGH,
Tenerife,tenerife,Tenerife|tenerife,Segunda Division,CURATED_TEAM_CATALOG,,Spain,APPROVED,HIGH,Logo not confirmed in current assets
Leganes,leganes,leganes|Leganes|Leganés,Segunda Division,CURATED_TEAM_CATALOG,team_logos/leganes.png,Spain,APPROVED,HIGH,
Mirandes,mirandes,Mirandes|mirandes|Mirandés,Segunda Division,CURATED_TEAM_CATALOG,team_logos/mirandes.png,Spain,APPROVED,HIGH,
Albacete,albacete,albacete|Albacete,Segunda Division,CURATED_TEAM_CATALOG,team_logos/albacete.png,Spain,APPROVED,HIGH,
